job_ref,region_code,region_name,patch_code,meter_type,job_type,status,requested_date,booked_date,completed_date,engineer_id,contacts_count,cancellation_reason,abort_reason,revenue_gbp,cost_gbp,is_forecast
IMSERV-2024-0012754,SW,South West,SW-P1,SMETS2_GAS,EXCHANGE,Booked,2024-05-11,2024-05-02,,ENG-SW-022,2,,,0,0,0
IMSERV-2024-0012755,SW,South West,SW-P4,SMETS2,NEW_INSTALL,Completed,2024-05-11,2024-04-21,2024-05-11,ENG-SW-017,3,,,185.0,95.0,0
IMSERV-2024-0012756,WAL,Wales,WAL-P1,SMETS1,REMOVAL,Completed,2024-05-11,2024-04-24,2024-05-11,ENG-WAL-010,5,,,90.0,48.0,0
IMSERV-2024-0012757,WAL,Wales,WAL-P2,SMETS2_GAS,EXCHANGE,Completed,2024-05-11,2024-05-01,2024-05-11,ENG-WAL-002,1,,,165.0,82.0,0
IMSERV-2024-0012758,WAL,Wales,WAL-P1,SMETS2_GAS,REMOVAL,Booked,2024-05-11,2024-05-04,,ENG-WAL-020,4,,,0,0,0
IMSERV-2024-0012759,SCO,Scotland,SCO-P2,IHD,EXCHANGE,Booked,2024-05-11,2024-05-07,,ENG-SCO-022,5,,,0,0,0
IMSERV-2024-0012760,SCO,Scotland,SCO-P3,SMETS1,EXCHANGE,Completed,2024-05-11,2024-05-01,2024-05-11,ENG-SCO-014,2,,,165.0,82.0,0
IMSERV-2024-0012761,SCO,Scotland,SCO-P3,SMETS2,NEW_INSTALL,Completed,2024-05-11,2024-05-05,2024-05-11,ENG-SCO-018,3,,,185.0,95.0,0
IMSERV-2024-0012762,SCO,Scotland,SCO-P3,SMETS2,REPAIR,Booked,2024-05-11,2024-04-26,,ENG-SCO-004,5,,,0,0,0
IMSERV-2024-0012763,YRK,Yorkshire,YRK-P2,SMETS2,EXCHANGE,Completed,2024-05-11,2024-04-20,2024-05-11,ENG-YRK-009,5,,,165.0,82.0,0
IMSERV-2024-0012764,YRK,Yorkshire,YRK-P4,SMETS1,NEW_INSTALL,Completed,2024-05-11,2024-05-08,2024-05-11,ENG-YRK-018,3,,,185.0,95.0,0
IMSERV-2024-0012765,YRK,Yorkshire,YRK-P5,SMETS2,NEW_INSTALL,Completed,2024-05-11,2024-04-25,2024-05-11,ENG-YRK-018,4,,,185.0,95.0,0
IMSERV-2024-0012766,YRK,Yorkshire,YRK-P4,IHD,REPAIR,Completed,2024-05-11,2024-04-20,2024-05-11,ENG-YRK-018,3,,,120.0,65.0,0
IMSERV-2024-0012767,YRK,Yorkshire,YRK-P2,SMETS2,NEW_INSTALL,Aborted,2024-05-11,2024-04-23,,ENG-YRK-034,5,,No access,0,95.0,0
IMSERV-2024-0012768,YRK,Yorkshire,YRK-P2,IHD,EXCHANGE,Booked,2024-05-11,2024-04-27,,ENG-YRK-001,1,,,0,0,0
IMSERV-2024-0012769,NW,North West,NW-P3,SMETS2,NEW_INSTALL,Cancelled,2024-05-12,2024-04-27,,,2,Customer refused,,0,0,0
IMSERV-2024-0012770,NW,North West,NW-P6,IHD,EXCHANGE,Cancelled,2024-05-12,2024-05-01,,,4,Customer not home,,0,0,0
IMSERV-2024-0012771,NW,North West,NW-P3,SMETS2,REMOVAL,Completed,2024-05-12,2024-04-26,2024-05-12,ENG-NW-037,4,,,90.0,48.0,0
IMSERV-2024-0012772,NW,North West,NW-P1,SMETS2_GAS,REPAIR,Aborted,2024-05-12,2024-05-07,,ENG-NW-037,4,,Faulty meter location,0,65.0,0
IMSERV-2024-0012773,NE,North East,NE-P4,SMETS2,EXCHANGE,Booked,2024-05-12,2024-05-03,,ENG-NE-014,4,,,0,0,0
IMSERV-2024-0012774,NE,North East,NE-P4,SMETS2,NEW_INSTALL,Cancelled,2024-05-12,2024-04-22,,,4,Work order error,,0,0,0
IMSERV-2024-0012775,NE,North East,NE-P1,SMETS2_GAS,NEW_INSTALL,Booked,2024-05-12,2024-05-07,,ENG-NE-001,1,,,0,0,0
IMSERV-2024-0012776,MID,Midlands,MID-P2,SMETS2,NEW_INSTALL,Completed,2024-05-12,2024-04-28,2024-05-12,ENG-MID-043,4,,,185.0,95.0,0
IMSERV-2024-0012777,MID,Midlands,MID-P3,SMETS1,REPAIR,Completed,2024-05-12,2024-05-01,2024-05-12,ENG-MID-046,3,,,120.0,65.0,0
IMSERV-2024-0012778,MID,Midlands,MID-P3,SMETS2,EXCHANGE,Completed,2024-05-12,2024-04-22,2024-05-12,ENG-MID-045,2,,,165.0,82.0,0
IMSERV-2024-0012779,MID,Midlands,MID-P1,IHD,REMOVAL,Completed,2024-05-12,2024-05-07,2024-05-12,ENG-MID-002,5,,,90.0,48.0,0
IMSERV-2024-0012780,SE,South East,SE-P6,SMETS2,EXCHANGE,Cancelled,2024-05-12,2024-04-23,,,2,No access to meter,,0,0,0
IMSERV-2024-0012781,SE,South East,SE-P5,SMETS2,NEW_INSTALL,Completed,2024-05-12,2024-05-05,2024-05-12,ENG-SE-015,2,,,185.0,95.0,0
IMSERV-2024-0012782,SE,South East,SE-P5,SMETS2,NEW_INSTALL,Completed,2024-05-12,2024-04-24,2024-05-12,ENG-SE-046,1,,,185.0,95.0,0
IMSERV-2024-0012783,SE,South East,SE-P6,SMETS1,REMOVAL,Completed,2024-05-12,2024-05-02,2024-05-12,ENG-SE-002,3,,,90.0,48.0,0
IMSERV-2024-0012784,SE,South East,SE-P1,SMETS1,EXCHANGE,Completed,2024-05-12,2024-05-04,2024-05-12,ENG-SE-020,3,,,165.0,82.0,0
IMSERV-2024-0012785,SW,South West,SW-P2,SMETS2_GAS,EXCHANGE,Aborted,2024-05-12,2024-04-26,,ENG-SW-001,2,,Health & safety concern,0,82.0,0
IMSERV-2024-0012786,SW,South West,SW-P1,SMETS2,NEW_INSTALL,Cancelled,2024-05-12,2024-04-23,,,5,Customer refused,,0,0,0
IMSERV-2024-0012787,WAL,Wales,WAL-P3,SMETS2,NEW_INSTALL,Booked,2024-05-12,2024-04-29,,ENG-WAL-015,4,,,0,0,0
IMSERV-2024-0012788,WAL,Wales,WAL-P3,SMETS2,EXCHANGE,Completed,2024-05-12,2024-04-29,2024-05-12,ENG-WAL-019,2,,,165.0,82.0,0
IMSERV-2024-0012789,SCO,Scotland,SCO-P1,SMETS2,EXCHANGE,Completed,2024-05-12,2024-04-22,2024-05-12,ENG-SCO-022,2,,,165.0,82.0,0
IMSERV-2024-0012790,SCO,Scotland,SCO-P3,SMETS2_GAS,EXCHANGE,Completed,2024-05-12,2024-05-02,2024-05-12,ENG-SCO-013,2,,,165.0,82.0,0
IMSERV-2024-0012791,YRK,Yorkshire,YRK-P2,SMETS2_GAS,EXCHANGE,Completed,2024-05-12,2024-04-27,2024-05-12,ENG-YRK-025,4,,,165.0,82.0,0
IMSERV-2024-0012792,YRK,Yorkshire,YRK-P5,SMETS2,REPAIR,Aborted,2024-05-12,2024-04-22,,ENG-YRK-002,3,,No access,0,65.0,0
IMSERV-2024-0012793,YRK,Yorkshire,YRK-P5,SMETS1,NEW_INSTALL,Completed,2024-05-12,2024-05-04,2024-05-12,ENG-YRK-005,4,,,185.0,95.0,0
IMSERV-2024-0012794,NW,North West,NW-P6,SMETS2,REPAIR,Completed,2024-05-13,2024-04-24,2024-05-13,ENG-NW-009,5,,,120.0,65.0,0
IMSERV-2024-0012795,NW,North West,NW-P1,SMETS2,REPAIR,Completed,2024-05-13,2024-05-07,2024-05-13,ENG-NW-033,5,,,120.0,65.0,0
IMSERV-2024-0012796,NW,North West,NW-P1,IHD,REPAIR,Aborted,2024-05-13,2024-05-01,,ENG-NW-012,3,,Customer unavailable,0,65.0,0
IMSERV-2024-0012797,NW,North West,NW-P3,SMETS2,REPAIR,Completed,2024-05-13,2024-04-27,2024-05-13,ENG-NW-030,5,,,120.0,65.0,0
IMSERV-2024-0012798,NW,North West,NW-P4,SMETS2,REPAIR,Completed,2024-05-13,2024-05-08,2024-05-13,ENG-NW-019,3,,,120.0,65.0,0
IMSERV-2024-0012799,NW,North West,NW-P5,SMETS1,EXCHANGE,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-NW-014,1,,,165.0,82.0,0
IMSERV-2024-0012800,NW,North West,NW-P5,IHD,EXCHANGE,Completed,2024-05-13,2024-05-02,2024-05-13,ENG-NW-007,3,,,165.0,82.0,0
IMSERV-2024-0012801,NW,North West,NW-P5,SMETS2_GAS,REMOVAL,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-NW-026,5,,,90.0,48.0,0
IMSERV-2024-0012802,NW,North West,NW-P6,SMETS2_GAS,EXCHANGE,Aborted,2024-05-13,2024-05-02,,ENG-NW-035,1,,Parts not available,0,82.0,0
IMSERV-2024-0012803,NW,North West,NW-P6,SMETS1,REPAIR,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-NW-030,3,,,120.0,65.0,0
IMSERV-2024-0012804,NW,North West,NW-P4,IHD,EXCHANGE,Aborted,2024-05-13,2024-05-10,,ENG-NW-017,2,,Safety hazard,0,82.0,0
IMSERV-2024-0012805,NW,North West,NW-P5,IHD,REPAIR,Completed,2024-05-13,2024-04-23,2024-05-13,ENG-NW-033,4,,,120.0,65.0,0
IMSERV-2024-0012806,NW,North West,NW-P5,SMETS1,EXCHANGE,Completed,2024-05-13,2024-04-22,2024-05-13,ENG-NW-037,3,,,165.0,82.0,0
IMSERV-2024-0012807,NW,North West,NW-P1,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-04-22,2024-05-13,ENG-NW-020,5,,,185.0,95.0,0
IMSERV-2024-0012808,NE,North East,NE-P2,IHD,REMOVAL,Aborted,2024-05-13,2024-04-23,,ENG-NE-025,4,,Parts not available,0,48.0,0
IMSERV-2024-0012809,NE,North East,NE-P2,SMETS2,NEW_INSTALL,Aborted,2024-05-13,2024-05-01,,ENG-NE-017,5,,No access,0,95.0,0
IMSERV-2024-0012810,NE,North East,NE-P3,SMETS2,REPAIR,Booked,2024-05-13,2024-04-25,,ENG-NE-024,5,,,0,0,0
IMSERV-2024-0012811,NE,North East,NE-P4,SMETS2,REPAIR,Booked,2024-05-13,2024-04-27,,ENG-NE-015,4,,,0,0,0
IMSERV-2024-0012812,NE,North East,NE-P3,SMETS1,REPAIR,Completed,2024-05-13,2024-04-28,2024-05-13,ENG-NE-014,2,,,120.0,65.0,0
IMSERV-2024-0012813,NE,North East,NE-P3,SMETS2,REPAIR,Completed,2024-05-13,2024-05-08,2024-05-13,ENG-NE-016,5,,,120.0,65.0,0
IMSERV-2024-0012814,NE,North East,NE-P2,SMETS2_GAS,NEW_INSTALL,Cancelled,2024-05-13,2024-04-30,,,3,Customer refused,,0,0,0
IMSERV-2024-0012815,NE,North East,NE-P4,SMETS2,REMOVAL,Completed,2024-05-13,2024-05-07,2024-05-13,ENG-NE-006,4,,,90.0,48.0,0
IMSERV-2024-0012816,NE,North East,NE-P2,SMETS2,EXCHANGE,Completed,2024-05-13,2024-04-29,2024-05-13,ENG-NE-007,3,,,165.0,82.0,0
IMSERV-2024-0012817,NE,North East,NE-P5,SMETS2_GAS,EXCHANGE,Completed,2024-05-13,2024-05-08,2024-05-13,ENG-NE-019,2,,,165.0,82.0,0
IMSERV-2024-0012818,NE,North East,NE-P2,SMETS2,EXCHANGE,Completed,2024-05-13,2024-05-02,2024-05-13,ENG-NE-006,5,,,165.0,82.0,0
IMSERV-2024-0012819,NE,North East,NE-P4,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-05-01,2024-05-13,ENG-NE-001,1,,,185.0,95.0,0
IMSERV-2024-0012820,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Completed,2024-05-13,2024-05-10,2024-05-13,ENG-MID-029,2,,,165.0,82.0,0
IMSERV-2024-0012821,MID,Midlands,MID-P1,SMETS1,REMOVAL,Completed,2024-05-13,2024-04-30,2024-05-13,ENG-MID-015,2,,,90.0,48.0,0
IMSERV-2024-0012822,MID,Midlands,MID-P2,SMETS2_GAS,NEW_INSTALL,Booked,2024-05-13,2024-05-08,,ENG-MID-015,4,,,0,0,0
IMSERV-2024-0012823,MID,Midlands,MID-P4,SMETS1,REPAIR,Booked,2024-05-13,2024-04-23,,ENG-MID-031,2,,,0,0,0
IMSERV-2024-0012824,MID,Midlands,MID-P3,SMETS1,EXCHANGE,Completed,2024-05-13,2024-04-24,2024-05-13,ENG-MID-031,1,,,165.0,82.0,0
IMSERV-2024-0012825,MID,Midlands,MID-P6,SMETS2,EXCHANGE,Completed,2024-05-13,2024-05-05,2024-05-13,ENG-MID-013,4,,,165.0,82.0,0
IMSERV-2024-0012826,MID,Midlands,MID-P3,SMETS2,EXCHANGE,Completed,2024-05-13,2024-05-06,2024-05-13,ENG-MID-029,3,,,165.0,82.0,0
IMSERV-2024-0012827,MID,Midlands,MID-P4,SMETS2,EXCHANGE,Booked,2024-05-13,2024-04-30,,ENG-MID-043,4,,,0,0,0
IMSERV-2024-0012828,MID,Midlands,MID-P4,SMETS2,EXCHANGE,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-MID-026,4,,,165.0,82.0,0
IMSERV-2024-0012829,MID,Midlands,MID-P5,SMETS2_GAS,EXCHANGE,Completed,2024-05-13,2024-05-05,2024-05-13,ENG-MID-008,1,,,165.0,82.0,0
IMSERV-2024-0012830,MID,Midlands,MID-P6,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-04-27,2024-05-13,ENG-MID-001,2,,,185.0,95.0,0
IMSERV-2024-0012831,MID,Midlands,MID-P6,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-04-29,2024-05-13,ENG-MID-038,3,,,185.0,95.0,0
IMSERV-2024-0012832,MID,Midlands,MID-P3,SMETS1,EXCHANGE,Booked,2024-05-13,2024-05-05,,ENG-MID-046,1,,,0,0,0
IMSERV-2024-0012833,MID,Midlands,MID-P7,SMETS2,EXCHANGE,Completed,2024-05-13,2024-04-24,2024-05-13,ENG-MID-005,3,,,165.0,82.0,0
IMSERV-2024-0012834,MID,Midlands,MID-P6,SMETS2,NEW_INSTALL,Booked,2024-05-13,2024-04-28,,ENG-MID-026,2,,,0,0,0
IMSERV-2024-0012835,MID,Midlands,MID-P6,IHD,EXCHANGE,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-MID-038,5,,,165.0,82.0,0
IMSERV-2024-0012836,MID,Midlands,MID-P5,SMETS2_GAS,NEW_INSTALL,Cancelled,2024-05-13,2024-04-30,,,3,Customer refused,,0,0,0
IMSERV-2024-0012837,MID,Midlands,MID-P2,IHD,EXCHANGE,Completed,2024-05-13,2024-04-22,2024-05-13,ENG-MID-030,1,,,165.0,82.0,0
IMSERV-2024-0012838,MID,Midlands,MID-P1,SMETS1,NEW_INSTALL,Completed,2024-05-13,2024-05-08,2024-05-13,ENG-MID-032,2,,,185.0,95.0,0
IMSERV-2024-0012839,MID,Midlands,MID-P7,SMETS2_GAS,NEW_INSTALL,Completed,2024-05-13,2024-04-27,2024-05-13,ENG-MID-006,1,,,185.0,95.0,0
IMSERV-2024-0012840,MID,Midlands,MID-P3,SMETS2,EXCHANGE,Completed,2024-05-13,2024-05-01,2024-05-13,ENG-MID-023,4,,,165.0,82.0,0
IMSERV-2024-0012841,MID,Midlands,MID-P5,SMETS2,REPAIR,Completed,2024-05-13,2024-04-23,2024-05-13,ENG-MID-026,1,,,120.0,65.0,0
IMSERV-2024-0012842,SE,South East,SE-P6,SMETS2,REPAIR,Cancelled,2024-05-13,2024-04-26,,,4,No access to meter,,0,0,0
IMSERV-2024-0012843,SE,South East,SE-P6,SMETS2_GAS,REPAIR,Completed,2024-05-13,2024-04-23,2024-05-13,ENG-SE-025,4,,,120.0,65.0,0
IMSERV-2024-0012844,SE,South East,SE-P5,SMETS2,EXCHANGE,Booked,2024-05-13,2024-04-27,,ENG-SE-013,1,,,0,0,0
IMSERV-2024-0012845,SE,South East,SE-P1,SMETS2,REPAIR,Completed,2024-05-13,2024-04-23,2024-05-13,ENG-SE-014,4,,,120.0,65.0,0
IMSERV-2024-0012846,SE,South East,SE-P2,IHD,REMOVAL,Cancelled,2024-05-13,2024-05-06,,,4,Wrong meter type,,0,0,0
IMSERV-2024-0012847,SE,South East,SE-P4,SMETS2,REPAIR,Completed,2024-05-13,2024-05-09,2024-05-13,ENG-SE-048,3,,,120.0,65.0,0
IMSERV-2024-0012848,SE,South East,SE-P2,SMETS2,EXCHANGE,Cancelled,2024-05-13,2024-04-30,,,2,Customer not home,,0,0,0
IMSERV-2024-0012849,SE,South East,SE-P4,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-05-05,2024-05-13,ENG-SE-049,3,,,185.0,95.0,0
IMSERV-2024-0012850,SE,South East,SE-P3,SMETS2_GAS,REPAIR,Completed,2024-05-13,2024-05-01,2024-05-13,ENG-SE-032,3,,,120.0,65.0,0
IMSERV-2024-0012851,SE,South East,SE-P1,SMETS1,NEW_INSTALL,Cancelled,2024-05-13,2024-05-01,,,2,Safety concern,,0,0,0
IMSERV-2024-0012852,SE,South East,SE-P8,SMETS1,EXCHANGE,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-SE-022,3,,,165.0,82.0,0
IMSERV-2024-0012853,SE,South East,SE-P2,SMETS2_GAS,EXCHANGE,Aborted,2024-05-13,2024-04-30,,ENG-SE-031,2,,Safety hazard,0,82.0,0
IMSERV-2024-0012854,SE,South East,SE-P5,IHD,REPAIR,Completed,2024-05-13,2024-04-28,2024-05-13,ENG-SE-044,4,,,120.0,65.0,0
IMSERV-2024-0012855,SE,South East,SE-P3,SMETS2,REMOVAL,Completed,2024-05-13,2024-04-26,2024-05-13,ENG-SE-005,5,,,90.0,48.0,0
IMSERV-2024-0012856,SE,South East,SE-P4,SMETS1,REPAIR,Booked,2024-05-13,2024-05-02,,ENG-SE-018,4,,,0,0,0
IMSERV-2024-0012857,SE,South East,SE-P1,SMETS2_GAS,NEW_INSTALL,Completed,2024-05-13,2024-04-30,2024-05-13,ENG-SE-021,5,,,185.0,95.0,0
IMSERV-2024-0012858,SE,South East,SE-P1,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-05-06,2024-05-13,ENG-SE-047,5,,,185.0,95.0,0
IMSERV-2024-0012859,SE,South East,SE-P5,SMETS1,EXCHANGE,Booked,2024-05-13,2024-05-08,,ENG-SE-051,2,,,0,0,0
IMSERV-2024-0012860,SE,South East,SE-P7,SMETS1,NEW_INSTALL,Cancelled,2024-05-13,2024-04-28,,,1,Equipment fault,,0,0,0
IMSERV-2024-0012861,SE,South East,SE-P7,SMETS2_GAS,REPAIR,Completed,2024-05-13,2024-05-06,2024-05-13,ENG-SE-018,2,,,120.0,65.0,0
IMSERV-2024-0012862,SE,South East,SE-P5,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-04-30,2024-05-13,ENG-SE-043,1,,,185.0,95.0,0
IMSERV-2024-0012863,SE,South East,SE-P1,SMETS1,NEW_INSTALL,Aborted,2024-05-13,2024-04-22,,ENG-SE-043,5,,Parts not available,0,95.0,0
IMSERV-2024-0012864,SW,South West,SW-P3,SMETS2,REPAIR,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-SW-020,5,,,120.0,65.0,0
IMSERV-2024-0012865,SW,South West,SW-P3,SMETS2,EXCHANGE,Completed,2024-05-13,2024-04-23,2024-05-13,ENG-SW-001,2,,,165.0,82.0,0
IMSERV-2024-0012866,SW,South West,SW-P2,SMETS1,EXCHANGE,Completed,2024-05-13,2024-04-28,2024-05-13,ENG-SW-010,1,,,165.0,82.0,0
IMSERV-2024-0012867,SW,South West,SW-P4,SMETS2_GAS,REMOVAL,Completed,2024-05-13,2024-04-30,2024-05-13,ENG-SW-014,1,,,90.0,48.0,0
IMSERV-2024-0012868,SW,South West,SW-P4,SMETS2,REPAIR,Completed,2024-05-13,2024-04-23,2024-05-13,ENG-SW-004,3,,,120.0,65.0,0
IMSERV-2024-0012869,SW,South West,SW-P3,SMETS2_GAS,EXCHANGE,Completed,2024-05-13,2024-05-08,2024-05-13,ENG-SW-016,5,,,165.0,82.0,0
IMSERV-2024-0012870,SW,South West,SW-P1,IHD,NEW_INSTALL,Completed,2024-05-13,2024-05-03,2024-05-13,ENG-SW-023,3,,,185.0,95.0,0
IMSERV-2024-0012871,SW,South West,SW-P4,SMETS2_GAS,EXCHANGE,Cancelled,2024-05-13,2024-04-30,,,5,Customer not home,,0,0,0
IMSERV-2024-0012872,SW,South West,SW-P4,SMETS2_GAS,EXCHANGE,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-SW-005,3,,,165.0,82.0,0
IMSERV-2024-0012873,SW,South West,SW-P3,SMETS1,EXCHANGE,Cancelled,2024-05-13,2024-05-08,,,3,Work order error,,0,0,0
IMSERV-2024-0012874,SW,South West,SW-P2,SMETS2,REPAIR,Cancelled,2024-05-13,2024-04-28,,,2,Wrong meter type,,0,0,0
IMSERV-2024-0012875,WAL,Wales,WAL-P3,SMETS2_GAS,EXCHANGE,Completed,2024-05-13,2024-04-23,2024-05-13,ENG-WAL-014,2,,,165.0,82.0,0
IMSERV-2024-0012876,WAL,Wales,WAL-P1,SMETS2_GAS,EXCHANGE,Booked,2024-05-13,2024-05-08,,ENG-WAL-006,1,,,0,0,0
IMSERV-2024-0012877,WAL,Wales,WAL-P1,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-05-08,2024-05-13,ENG-WAL-020,2,,,185.0,95.0,0
IMSERV-2024-0012878,WAL,Wales,WAL-P1,SMETS2_GAS,EXCHANGE,Completed,2024-05-13,2024-05-03,2024-05-13,ENG-WAL-008,3,,,165.0,82.0,0
IMSERV-2024-0012879,WAL,Wales,WAL-P3,SMETS1,EXCHANGE,Completed,2024-05-13,2024-05-10,2024-05-13,ENG-WAL-009,4,,,165.0,82.0,0
IMSERV-2024-0012880,WAL,Wales,WAL-P2,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-05-07,2024-05-13,ENG-WAL-019,3,,,185.0,95.0,0
IMSERV-2024-0012881,WAL,Wales,WAL-P1,SMETS2_GAS,EXCHANGE,Completed,2024-05-13,2024-05-02,2024-05-13,ENG-WAL-012,2,,,165.0,82.0,0
IMSERV-2024-0012882,WAL,Wales,WAL-P3,SMETS1,EXCHANGE,Completed,2024-05-13,2024-05-02,2024-05-13,ENG-WAL-019,1,,,165.0,82.0,0
IMSERV-2024-0012883,SCO,Scotland,SCO-P1,SMETS2_GAS,NEW_INSTALL,Completed,2024-05-13,2024-05-08,2024-05-13,ENG-SCO-005,1,,,185.0,95.0,0
IMSERV-2024-0012884,SCO,Scotland,SCO-P2,SMETS1,EXCHANGE,Completed,2024-05-13,2024-05-07,2024-05-13,ENG-SCO-024,4,,,165.0,82.0,0
IMSERV-2024-0012885,SCO,Scotland,SCO-P3,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-SCO-001,3,,,185.0,95.0,0
IMSERV-2024-0012886,SCO,Scotland,SCO-P2,SMETS1,NEW_INSTALL,Cancelled,2024-05-13,2024-05-09,,,2,Rescheduled by customer,,0,0,0
IMSERV-2024-0012887,SCO,Scotland,SCO-P1,SMETS2_GAS,EXCHANGE,Completed,2024-05-13,2024-04-22,2024-05-13,ENG-SCO-002,2,,,165.0,82.0,0
IMSERV-2024-0012888,SCO,Scotland,SCO-P2,SMETS2,NEW_INSTALL,Aborted,2024-05-13,2024-04-28,,ENG-SCO-007,1,,Safety hazard,0,95.0,0
IMSERV-2024-0012889,SCO,Scotland,SCO-P1,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-05-05,2024-05-13,ENG-SCO-019,2,,,185.0,95.0,0
IMSERV-2024-0012890,SCO,Scotland,SCO-P2,SMETS2,NEW_INSTALL,Cancelled,2024-05-13,2024-04-22,,,3,Equipment fault,,0,0,0
IMSERV-2024-0012891,SCO,Scotland,SCO-P1,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-04-26,2024-05-13,ENG-SCO-003,2,,,185.0,95.0,0
IMSERV-2024-0012892,SCO,Scotland,SCO-P3,SMETS2_GAS,EXCHANGE,Completed,2024-05-13,2024-04-28,2024-05-13,ENG-SCO-017,3,,,165.0,82.0,0
IMSERV-2024-0012893,SCO,Scotland,SCO-P4,SMETS2,REMOVAL,Completed,2024-05-13,2024-05-06,2024-05-13,ENG-SCO-015,4,,,90.0,48.0,0
IMSERV-2024-0012894,SCO,Scotland,SCO-P2,SMETS2_GAS,EXCHANGE,Booked,2024-05-13,2024-05-08,,ENG-SCO-007,3,,,0,0,0
IMSERV-2024-0012895,YRK,Yorkshire,YRK-P4,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-04-25,2024-05-13,ENG-YRK-031,1,,,185.0,95.0,0
IMSERV-2024-0012896,YRK,Yorkshire,YRK-P3,SMETS2,REMOVAL,Completed,2024-05-13,2024-05-05,2024-05-13,ENG-YRK-025,2,,,90.0,48.0,0
IMSERV-2024-0012897,YRK,Yorkshire,YRK-P1,SMETS1,EXCHANGE,Cancelled,2024-05-13,2024-04-22,,,2,Work order error,,0,0,0
IMSERV-2024-0012898,YRK,Yorkshire,YRK-P3,SMETS2,REPAIR,Completed,2024-05-13,2024-05-07,2024-05-13,ENG-YRK-026,4,,,120.0,65.0,0
IMSERV-2024-0012899,YRK,Yorkshire,YRK-P5,SMETS2,NEW_INSTALL,Completed,2024-05-13,2024-05-01,2024-05-13,ENG-YRK-012,4,,,185.0,95.0,0
IMSERV-2024-0012900,YRK,Yorkshire,YRK-P2,IHD,NEW_INSTALL,Completed,2024-05-13,2024-05-01,2024-05-13,ENG-YRK-026,4,,,185.0,95.0,0
IMSERV-2024-0012901,YRK,Yorkshire,YRK-P1,SMETS2,EXCHANGE,Completed,2024-05-13,2024-04-28,2024-05-13,ENG-YRK-012,2,,,165.0,82.0,0
IMSERV-2024-0012902,YRK,Yorkshire,YRK-P4,IHD,EXCHANGE,Completed,2024-05-13,2024-04-29,2024-05-13,ENG-YRK-006,3,,,165.0,82.0,0
IMSERV-2024-0012903,YRK,Yorkshire,YRK-P3,SMETS2_GAS,NEW_INSTALL,Completed,2024-05-13,2024-05-06,2024-05-13,ENG-YRK-003,4,,,185.0,95.0,0
IMSERV-2024-0012904,YRK,Yorkshire,YRK-P2,SMETS2,EXCHANGE,Completed,2024-05-13,2024-04-23,2024-05-13,ENG-YRK-008,4,,,165.0,82.0,0
IMSERV-2024-0012905,YRK,Yorkshire,YRK-P4,SMETS2,EXCHANGE,Completed,2024-05-13,2024-04-22,2024-05-13,ENG-YRK-003,5,,,165.0,82.0,0
IMSERV-2024-0012906,YRK,Yorkshire,YRK-P5,SMETS2_GAS,EXCHANGE,Booked,2024-05-13,2024-04-23,,ENG-YRK-001,4,,,0,0,0
IMSERV-2024-0012907,YRK,Yorkshire,YRK-P5,SMETS1,NEW_INSTALL,Completed,2024-05-13,2024-05-01,2024-05-13,ENG-YRK-023,1,,,185.0,95.0,0
IMSERV-2024-0012908,YRK,Yorkshire,YRK-P4,SMETS2,EXCHANGE,Completed,2024-05-13,2024-05-05,2024-05-13,ENG-YRK-031,1,,,165.0,82.0,0
IMSERV-2024-0012909,YRK,Yorkshire,YRK-P2,SMETS2_GAS,REPAIR,Completed,2024-05-13,2024-04-27,2024-05-13,ENG-YRK-031,1,,,120.0,65.0,0
IMSERV-2024-0012910,NW,North West,NW-P6,SMETS2,REMOVAL,Cancelled,2024-05-14,2024-05-11,,,3,Work order error,,0,0,0
IMSERV-2024-0012911,NW,North West,NW-P1,SMETS1,EXCHANGE,Booked,2024-05-14,2024-05-02,,ENG-NW-003,5,,,0,0,0
IMSERV-2024-0012912,NW,North West,NW-P2,SMETS2,REMOVAL,Aborted,2024-05-14,2024-05-04,,ENG-NW-014,4,,Health & safety concern,0,48.0,0
